raw_affiliation_string,to remove
"Institute of Quantum Optics, Leibnitz Hannover University",Gottfried Wilhelm Leibniz Universität Hannover
"Institute of Quantum Optics, Leibniz University Hannover and Cluster of Excellence PhoenixD (Photonics, Optics, and Engineering—Innovation across Disciplines), 30167 Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover
"Institute of Quantum Optics, Leibniz University Hannover, Welfengarten 1, Hannover, 30167, Germany",Gottfried Wilhelm Leibniz Universität Hannover
"Institute of Science Education, Braunschweig Institute of Technology, Braunschweig, Germany",Technische Universität Braunschweig
"Institute of Semiconductor Technology, Braunschweig University of Technology, Hans-Sommer Strasse 66, 38106 Braunschweig, Germany",Technische Universität Braunschweig
"Institute of Semiconductor Technology, Technische Universität Braunschweig, Hans-Sommer-Straße 66, D-38106 Braunschweig, Germany",Technische Universität Braunschweig
Institute of Social Sciences University of Osnabruck  Osnabruck Germany,Hochschule Osnabrück
"Institute of Social Sciences, University of Osnabrück, Seminarstraße 15, 49074 Osnabrück, Germany",Hochschule Osnabrück
"Institute of Structural Analysis, Leibniz Universität Hannover, Appelstraße 9 A, 30167, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover
"Institute of Structural Analysis, Technische Universität Braunschweig, Beethovenstraße 51, 38106 Braunschweig, Germany 2",Technische Universität Braunschweig
"Institute of Structural Analysis, Technische Universität Braunschweig, Germany",Technische Universität Braunschweig
"Institute of Structural Design, Technical University of Brunswick, Pockelsstrasse 4, Braunschweig, 38106, Lower Saxony, Germany",Technische Universität Braunschweig
"Institute of Subsurface Energy Systems (ITE), Clausthal University of Technology, Agricolastraße 10, D -38678, Clausthal-Zellerfeld, Germany",Technische Universität Clausthal
"Institute of Subsurface Energy Systems, Clausthal University of Technology, 38678 Clausthal Zellerfeld, Germany",Technische Universität Clausthal
"Institute of Sustainability Governance (INSUGO), Faculty of Sustainability Science, Leuphana University, Universitätsallee 1, C40 433 in 21335, Lüneburg, Germany",Leuphana Universität Lüneburg
"Institute of Sustainability Governance (INSUGO), Faculty of Sustainability Science, Leuphana University, Universitätsallee 1, C40 433 in 21335, Lüneburg, Germany; Corresponding author",Leuphana Universität Lüneburg
"Institute of Transplant Immunology, Hannover Medical School, Hannover, Germany",Medizinische Hochschule Hannover (MHH)
"Institute of Virology, Hannover Medical School, Hannover, Germany",Medizinische Hochschule Hannover (MHH)
"Institute of Zoology, University for Veterinary Medicine, Hannover, 30559 Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover
"Institute of Zoology, University of Veterinary Medicine Hannover, Foundation, Bünteweg 17, 30599, Hannover, Germany. felix.felmy@tiho-hannover.de",Stiftung Tierärztliche Hochschule Hannover
"Instituto de Economia, Carl von Ossietzky Universität Oldenburg, Oldenburg, Alemanha",Carl von Ossietzky Universität Oldenburg
"Instituto de Sistemas Socioecológicos, Facultad de Sostenibilidad, Universidad Leuphana de Lüneburg, 21335 Lüneburg, Alemania",Leuphana Universität Lüneburg
"Instituts für Berufspädagogik und Erwachsenenbildung, Leibniz Universität Hannover, Hannover, Deutschland",Gottfried Wilhelm Leibniz Universität Hannover
"Internal Medicine Department, Evangelical Hospital of Olderburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"Internal Medicine, Pulmonary Medicine and Gastroenterology, Pius Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"International Pilonidal Research Group Randers, Vechta, Deutschland",Universität Vechta
"International Political Economy Research Group, Institute for Social Sciences, Osnabruck University, Osnabrück, Germany",Hochschule Osnabrück
"Internistische Praxengemeinschaft Oldenburg, Internal Medicine and Gastroenterology , Oldenburg,",Carl von Ossietzky Universität Oldenburg
"Internistische Praxengemeinschaft Oldenburg, Neue Donnerschweer Str. 30, 26121, Oldenburg, Deutschland. helwig@internisten-ol.de",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth
"JF Blumenbach Institute of Zoology and Anthropology, University of Göttingen",Georg-August-Universität Göttingen
"JFB Institute of Zoology and Anthropology, University of Göttingen, Untere Karspüle 2, 37073, Göttingen, Germany",Georg-August-Universität Göttingen
Jahade e Agriculture,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth
"Jahren Tafeldecker am Langenburger Hof, schwängert er dort drei Jahre später die Kindsmagd",Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth
"Jan Eckstein, Arnoldiweg 20, 37083 Göttingen, Deutschland. E-Mail: jan.eckstein@web.de",Georg-August-Universität Göttingen
"Jan Eckstein, Arnoldiweg 20, 37083 Göttingen, Germany. E-mail: jan.eckstein@octospora.de",Georg-August-Universität Göttingen
"Janta Vedic Collage, Baghpat-250611, India",Universität Vechta
"Joint Lab Artificial Intelligence and Data Science, Osnabrück University, Osnabrück, Germany",Hochschule Osnabrück
Joint Practice Anderten‐Krok &amp; Partner  Hildesheim Germany,Stiftung Universität Hildesheim
"Joint Practice for Hematology and Oncology, 30625 Hannover, Germany",Medizinische Hochschule Hannover (MHH)
"Junge Stoffwechselmedizin, Göttingen, Deutschland",Georg-August-Universität Göttingen
"Jur. Fakultät, Universität Heidelberg, Lotzestr. 7, 37083, Göttingen, Deutschland",Georg-August-Universität Göttingen
"Jürgen Loest ist Pastor an St. Lamberti,Hildesheim, und Traumafachberater",Stiftung Universität Hildesheim
"Kinderklinik der Medizinischen Hochschule Hannover, Pädiatrische Diätetik",Medizinische Hochschule Hannover (MHH)
"Kinderklinik der Medizinischen Hochschule Hannover, Pädiatrische Gastroenterologie, Hepatologie und Lebertransplantation",Medizinische Hochschule Hannover (MHH)
"Kinderzentrum Oldenburg, Sozialpädiatrisches Zentrum, Diakonisches Werk Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"Kinderzentrum, Hildesheim, Germany",Stiftung Universität Hildesheim
"Kirsten is a postdoc at the Institute for Animal Hygiene, Animal Welfare and Farm Animal Behaviour at the University of Veterinary Medicine Hannover, 
Hannover",Stiftung Tierärztliche Hochschule Hannover
"Kirsten is a postdoc at the Institute for Animal Hygiene, Animal Welfare and Farm Animal Behaviour at the University of Veterinary Medicine Hannover, Hannover",Stiftung Tierärztliche Hochschule Hannover
"Klinik f. Dermatologie, Venerologie u. Allergologie, Göttingen, Germany",Universitätsmedizin Göttingen
"Klinik f. Dermatologie, Venerologie u. Allergologie, Robert-Koch-Str. 40, 37075 Göttingen, Germany",Universitätsmedizin Göttingen
"Klinik fr Kardiologie und Angiologie, Medizinische Hochschule Hannover, Hannover, Germany",Medizinische Hochschule Hannover (MHH)
"Klinik für Allgemein- und Viszeralchirurgie, Universitätsklinik für Viszeralchirurgie, Pius Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Anästhesiologie und Intensivmedizin_Medizinische Hochschule Hannover, Hannover",Medizinische Hochschule Hannover (MHH)
"Klinik für Anästhesiologie, Intensivmedizin und Schmerztherapie, Evangelisches Krankenhaus, Medizinischer Campus Universität Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Anästhesiologie, Intensivmedizin und Schmerztherapie, Evangelisches Krankenhaus, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Göttingen, Deutschland",Universitätsmedizin Göttingen
"Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen
"Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Robert Koch Str. 40, 37075, Göttingen, Deutschland",Universitätsmedizin Göttingen
"Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Robert Koch Str. 40, 37075, Göttingen, Deutschland. joachim.erlenwein@med.uni-goettingen.de",Universitätsmedizin Göttingen
"Klinik für Anästhesiologie, Universitätsmedizin Göttingen, Robert-Koch-Str. 40, 37085, Göttingen, Deutschland. Joachim.erlenwein@med.uni-goettingen.de",Universitätsmedizin Göttingen
"Klinik für Dermatologie, Allergologie und Venerologie, Medizinische Hochschule Hannover, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH)
"Klinik für Dermatologie, Venerologie und Allergologie, Helios Klinikum Hildesheim, Hildesheim, Deutschland",Stiftung Universität Hildesheim
"Klinik für Dermatologie, Venerologie und Allergologie, Helios Klinikum Hildesheim, Hildesheim, Deutschland. annika.hansel1@helios-gesundheit.de",Stiftung Universität Hildesheim
"Klinik für Forensische Psychiatrie und Psychotherapie, Asklepios Fachklinikum Göttingen, Universitätsmedizin Göttingen, Rosdorfer Weg 70, 37081, Göttingen, Deutschland. ju.mueller@asklepios.com",Universitätsmedizin Göttingen
"Klinik für Frauenheilkunde und Geburtshilfe, Klinikum Wilhelmshaven, Lehrkrankenhaus der Georg August Universität Göttingen",Universitätsmedizin Göttingen
"Klinik für Gastroenterologie, Hepatologie und Endokrinologie, Medizinnische Hochschule Hannover, Carl-Neuberg-Str. 1, 30625, Hannover, Deutschland. deterding.katja@mh-hannover.de",Hochschule Hannover
"Klinik für Gastroenterologie, gastrointestinale Onkologie und Endokrinologie, Universitätsmedizin Göttingen, Göttingen, Deutschland",Universitätsmedizin Göttingen
"Klinik für Gelenkchirurgie und Orthopädie Hannover (go:H), Bertastraße 10, 30159, Hannover, Deutschland",Hochschule Hannover
"Klinik für Gelenkchirurgie und Orthopädie Hannover (go:H), Bertastraße 10, 30159, Hannover, Germany",Hochschule Hannover
"Klinik für Gynäkologie und Geburtshilfe, St. Marienhospital Vechta, Akademisches Lehrkrankenhaus der MHH Hannover, Vechta, Deutschland",Universität Vechta
"Klinik für Hämatologie und Medizinische Onkologie, Universitätsmedizin Göttingen, Göttingen, Deutschland",Universitätsmedizin Göttingen
Klinik für Hämatologie und Onkologie Universitätsklinik für Innere Medizin – Onkologie Pius-Hospital Oldenburg,Carl von Ossietzky Universität Oldenburg
"Klinik für Hämatologie und Onkologie, Pius-Hospital Oldenburg",Carl von Ossietzky Universität Oldenburg
"Klinik für Hämatologie und Onkologie, Pius-Hospital Oldenburg, Oldenburg",Carl von Ossietzky Universität Oldenburg
"Klinik für Hämatologie und Onkologie, Universitätsklinik für Innere Medizin - Onkologie, Pius-Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Hämatologie und Onkologie, Universitätsklinik für Innere Medizin – Onkologie, Pius-Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Immunologie Und Rheumatologie, Medical University Hannover, Hannover, Germany",Medizinische Hochschule Hannover (MHH)
"Klinik für Immunologie und Rheumatologie, Medical University Hannover, Hannover, Germany",Medizinische Hochschule Hannover (MHH)
"Klinik für Innere Medizin und Internistische Intensivmedizin, Ev. Krankenhaus Oldenburg, Steinweg 13-17, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Innere Medizin und Internistische Intensivmedizin, Ev. Krankenhaus Oldenburg, Steinweg 13–17, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Innere Medizin, Pneumologie und Gastroenterologie, Pius-Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Klinik für Kardiologie und Angiologie, Medizinische Hochschule Hannover, Carl-Neuberg-Str. 1, 30625, Hannover, Deutschland. Derda.Anselm@mh-hannover.de",Medizinische Hochschule Hannover (MHH)
"Klinik für Kardiologie und Angiologie, Medizinische Hochschule Hannover, Carl-Neuberg-Str. 1, 30625, Hannover, Deutschland. hilfiker.denise@mh-hannover.de",Medizinische Hochschule Hannover (MHH)
"Klinik für Kardiologie und Pneumologie, Universitätsmedizin Göttingen, Göttingen, Deutschland",Universitätsmedizin Göttingen
"Klinik für Kinder- und Jugendpsychiatrie/Psychotherapie, Universitätsmedizin Göttingen, Göttingen",Universitätsmedizin Göttingen
"Klinik für Kleintiere, Stiftung Tierärztliche Hochschule",Stiftung Tierärztliche Hochschule Hannover
"Klinik für Kleintiere, Tierärztliche Hochschule Hanno-ver;",Hochschule Hannover
"Klinik für Kleintiere, Tierärztliche Hochschule Hannover",Stiftung Tierärztliche Hochschule Hannover
"Klinik für Nephrologie und Rheumatologie, Universitätsmedizin Göttingen",Universitätsmedizin Göttingen
"Klinik für Nephrologie und Rheumatologie, Universitätsmedizin Göttingen, Robert-Koch-Str. 40, 37075 Göttingen, Deutschland",Universitätsmedizin Göttingen
"Klinik für Neurologie, Medizinische Hochschule Hannover",Medizinische Hochschule Hannover (MHH)
